id,pvalue,decission,means,vertex_class
2425,1.0,undecided,-0.10426540284360189,undecided
2426,1.0,undecided,-0.009478672985781991,undecided
2427,1.0,undecided,-0.11374407582938388,undecided
2428,1.0,undecided,0.0,undecided
2429,0.0009765625,decided,-0.014218009478672985,deep
2430,1.0,undecided,-0.0071090047393364926,undecided
2431,1.0,undecided,0.0,undecided
2432,1.0,undecided,0.0,undecided
2433,1.0,undecided,0.0,undecided
2434,1.0,undecided,0.0,undecided
2435,1.0,undecided,0.0,undecided
2436,1.0,undecided,0.0,undecided
2437,1.0,undecided,0.0,undecided
2438,0.0009765625,decided,0.985781990521327,shallow
2439,0.0009765625,decided,-0.061611374407582936,deep
2440,1.0,undecided,0.0,undecided
2441,1.0,undecided,-0.002369668246445498,undecided
2442,1.0,undecided,0.0,undecided
2443,1.0,undecided,0.0,undecided
2444,1.0,undecided,0.0,undecided
2445,1.0,undecided,-0.002369668246445498,undecided
2446,1.0,undecided,-0.0071090047393364926,undecided
2447,1.0,undecided,-0.0071090047393364926,undecided
2448,1.0,undecided,-0.17535545023696683,undecided
2449,1.0,undecided,-0.08530805687203791,undecided
2451,0.0400390625,decided,0.8222748815165877,shallow
2452,1.0,undecided,-0.037914691943127965,undecided
2453,1.0,undecided,-0.009478672985781991,undecided
2454,1.0,undecided,-0.08530805687203792,undecided
2455,1.0,undecided,-0.05687203791469194,undecided
2456,1.0,undecided,0.0,undecided
2457,1.0,undecided,-0.016587677725118485,undecided
2458,1.0,undecided,-0.030805687203791468,undecided
2459,1.0,undecided,-0.011848341232227487,undecided
2460,1.0,undecided,-0.009478672985781991,undecided
2461,1.0,undecided,-0.016587677725118485,undecided
2462,1.0,undecided,-0.014218009478672985,undecided
2463,1.0,undecided,-0.002369668246445498,undecided
2464,1.0,undecided,-0.002369668246445498,undecided
2465,1.0,undecided,0.0,undecided
